path;classe_sugerida;justificativa;consumidores;destino_path;etapa
supabase/migrations/20260811150300_notificacoes.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811150400_evo_notification_outbox_dispatcher.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811160000_revoke_auth_exec_fns_novas.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811170000_evo_notif_config_get_rpc.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811180000_depreca_funcoes_pgnet.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811203000_grupos_admin_phone.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811220000_view_zapp_evolution_messages_54cols.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260812160000_fix_trigger_lead_status.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260812170000_health_filter_snap_staging.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260812173000_zapp_fn_upsert_lid_identity.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260813180000_rpc_log_evolution_health.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260813220000_idx_fk_without_index.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260813230000_fix_notify_and_analyze_cron.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260813240000_h2_revoke_views_backcompat_grupo_a.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814010000_fix_inbound_silencio_comercial.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814020000_revoke_credentials_auth_grants.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814040000_revoke_service_only_tables_auth_write.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814050000_fix_notify_v6_pending_view.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814060000_fix_wpp2_uptime_kpi_warn_resolve.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814100000_f4_audit_rpc_fixes.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814110000_f4_security_unread_fixes.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814120000_fix_cron_detect401_bursts_active.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814130000_fn_health_preflight_check9_vault_key.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814140000_rls_policy_evo_reconcile_snapshot.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814150000_fix_fn_detect_401_bursts_dedup.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814210000_mirror_rpcs_claim_update_followup.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814220000_mirror_fn_validate_whatsapp_connection.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814230000_mirror_fn_validate_0arg.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815010000_decouple_e8_pgnet_instrumentation.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815020000_decouple_e10_preflight_checklist.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815030000_decouple_e17_fn_evo_v2.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815035000_decouple_ops_pgnet_wrappers.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815040000_decouple_e26_evo_detect_instance_recreate.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815050000_decouple_e27_evo_download_wa_status_media.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815060000_decouple_e28_evo_notify_sicoob_on_reply.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815070000_decouple_e29_evo_sync_lid_from_api.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815080000_decouple_e30_evo_trigger_audio_transcription.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815090000_decouple_e31_zapp_check_license_heartbeat.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815095959_decouple_e32_zapp_collect_restore_logs.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815110000_decouple_e33_zapp_cookie_probe_dispatch.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815120000_decouple_e34_zapp_cookie_real_probe.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815124500_unify_whatsapp_mode.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815130000_decouple_e35_zapp_escalate_critical_alerts.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815140000_decouple_e36_zapp_outbound_dispatch.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815150000_decouple_e37_zapp_reconcile_dispatch.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815160000_decouple_e38_multi_functions.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815170000_decouple_e39_validate_i4.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815180000_decouple_e40_t2_score.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815200001_decouple_i4_license_heartbeat.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815200002_decouple_i4_wa_status_media.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815200003_decouple_i4_audio_transcription.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815200004_decouple_i4_instance_recreate.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815200008_decouple_i4_sicoob.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815200009_decouple_i4_evo_v2.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815200010_decouple_i4_infra_secrets.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815200011_decouple_i4_resend.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815200012_decouple_i4_purge_storage_cache.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815210000_decouple_e41_i1_contract_views.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815211000_decouple_e42_fn_archive_old_wpp2_messages.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815212000_decouple_e43_messages_update_trigger.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815213000_decouple_e44_fn_system_health_score.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815214000_decouple_e45_fn_contacts_view_delete_handler.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815215000_decouple_e46_bulk_soft_delete_contacts.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815220000_decouple_e47_merge_contacts.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815221000_decouple_e48_fn_alert_wpp2_disconnection.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815222000_decouple_e49_get_contact_intelligence_by_phone.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815223000_decouple_e50_get_contacts_360_batch.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815224000_decouple_e51_rpc_inbox_preview_batch.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815225000_decouple_e52_validate_search_contacts_cursor.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815230000_decouple_e53_validate_i1.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815231000_decouple_e54_score_t3.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815240000_decouple_fase4_lote1_e55_e57_e48.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250000_decouple_e20_fn_boundary_audit_rpc.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250001_decouple_e46_searchpath_evo_sem_zapp_safe.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250003_decouple_e47_e48_searchpath_evo_sem_zapp_completo.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250004_fix_lid_health_report_idx_schema.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250005_decouple_e80_revoke_authenticated_evo_views_contrato.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250006_decouple_e50_drop_33_fns_mortas.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250007_decouple_e64_e66_drop_fks_cruzadas_reconciliador.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250008_decouple_e59_e60_lote1_move_8_fns_monitoria.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250009_decouple_e59_e60_lote2_move_3_fns_monitoria.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250010_decouple_e53_e85_audit_v2_roles_provider_call_3_bypasses.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250011_decouple_e78_min_4_views_leitura_evo.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250012_decouple_e51_e52_e54_rpc_boundary_surface_v1_grants_teste_negativo.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250013_decouple_e62_repoint_8_escritoras_lote3_move_5_fns_i8_zerado.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250014_decouple_lote4_move_6_fns_views_e78_drops_codigo_morto_fase2_events_rpcs.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250015_decouple_fix_metadata_source_table_pos_move_views.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250016_decouple_lote5_16_leitoras_i2_views_e78_boundary_rpcs.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250017_decouple_move_normalize_jid_triggers_hot_path_evo_para_zapp.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250018_decouple_lote6_5_moves_boundary_heartbeat_i2_zero_ops_restore_check.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250019_decouple_fix_vitimas_e50_list_storage_purge_health_report_canonical_drop.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250020_decouple_lote7_lote8_12_moves_9_views_e78_repoint_crons.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250021_decouple_leitoras_reversas_5_views_zapp_7_fns_evo_e2e_boundary_alert.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260815250022_lote9_fase_a_boundaries_triggers_cruzados.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260816090000_drop_dead_functions_zapp_evo.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260816140000_decouple_i1_i2_zerar.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260816141000_decouple_i1_i2_fix2.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260816150000_decouple_e54_test_negativo_roles.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260816170000_decouple_e86_egress_log.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260816250001_decouple_e86_ops_observabilidade_8_objetos.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260816250002_decouple_preflight_cron_alerta_canary_repoint.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260816250003_decouple_e73_e75_i4_zero.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260816250005_decouple_fix_rls_grants_views_contrato_i5_redef.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260816250006_decouple_restaura_wrappers_zapp_vitimas_e50.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260816250007_decouple_public_views_invoker_true.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260816250008_decouple_realtime_publication_messages_conversations.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/__tests__/migrations-idempotency.test.ts;FICA;R1: migracao imutavel;;;
tests/e2e/fuzz/api-fuzz.spec.ts;FICA;default conservador (R3);;;
tests/e2e/reliability.spec.ts;FICA;default conservador (R3);;;
tests/e2e/resilience.spec.ts;FICA;default conservador (R3);;;
tests/e2e/webhooks.spec.ts;FICA;default conservador (R3);;;
vercel.json;FICA;default conservador (R3);;;
vitest.config.ts;FICA;default conservador (R3);;;
zero-success-rate-workflows.md;FICA;default conservador (R3);;;
